"inmateid","admitted_dt","discharged_dt","custody_level","bradh","race","gender","age","inmate_status_code","sealed","srg_flg","top_charge","infraction"
"20217742","2022-03-08T20:23:07.000",,"MIN","N","A","M","36","DE","N","N","120.05","N"
"20216557","2021-11-29T00:05:21.000",,"MIN","N","A","M","40","DE","N","N","265.03","N"
"102000","2022-05-31T01:23:04.000",,"MED","N","O","M","35","DE","N","N","215.52","N"
"41110","2020-10-20T16:08:45.000",,"MIN","Y","B","M","37","DE","N","N","230.34","N"
"20086034","2020-12-18T03:30:04.000",,"MAX","N","B","M","27","DE","N","Y","125.25","Y"
"150758","2020-12-04T00:08:12.000",,"MED","Y","B","M","43","DE","N","N","130.65","N"
"32525","2021-10-26T19:18:18.000",,"MED","N","B","M","36","DE","N","N","130.75","N"
"104174","2020-09-24T16:28:13.000",,"MAX","Y","O","M","46","DE","N","N","125.25","Y"
"77148","2021-05-14T16:40:00.000",,"MED","N","B","M","34","DE","N","Y","130.50","Y"
"20213777","2022-06-01T21:06:27.000",,"MED","Y","O","M","39","DE","N","N","160.15","N"
"20218502","2022-05-04T20:31:58.000",,"MED","Y","W","M","46","DE","N","N","FOA 900.00","N"
"20041155","2022-06-01T19:27:12.000",,"MIN","N","W","M","31","DE","N","N","220.03","N"
"20047184","2021-02-04T20:36:19.000",,"MAX","Y","B","M","28","DE","N","Y","125.15","Y"
"20178064","2021-09-27T16:48:20.000",,"MAX","Y","B","M","22","DE","N","Y","110-125.25","N"
"20211191","2020-09-11T15:41:51.000",,"MAX","N","B","M","24","DE","N","N","135.25","Y"
"160826","2021-12-31T00:53:26.000",,"MIN","Y","B","M","58","DE","N","N","120.10","N"
"17848","2022-05-05T23:20:00.000",,"MAX","Y","B","M","37","DE","N","N","220.43","N"
"20054963","2022-04-21T01:22:39.000",,"MIN","N","W","M","40","DE","N","N","140.25","N"
"20213584","2021-05-21T13:37:04.000",,"MED","Y","B","M","19","DE","N","Y","110-125.25","Y"
"20015998","2022-05-18T16:07:00.000",,"MIN","N","B","M","45","DE","N","N","140.25","N"
"20218940","2022-05-31T16:31:13.000",,"MIN","N","B","M","53","DE","N","N","160.15","N"
"22595","2021-01-28T15:48:47.000",,"MIN","N","O","M","39","DE","N","Y","220.43","Y"
"20190194","2022-06-06T11:52:38.000",,,"N","B","M","50","DE","N","N","120.05","N"
"20214896","2021-07-15T15:13:08.000",,"MED","N","B","M","23","DE","N","N","110-125.25","Y"
"20121579","2022-05-25T23:37:34.000",,"MED","Y","B","M","25","DE","N","N","120.05","N"
"20211900","2021-12-01T14:25:26.000",,"MAX","Y","B","M","33","DE","N","N","160.10","Y"
"20184115","2022-03-22T15:29:53.000",,"MIN","Y","W","M","31","DE","N","N","265.03","N"
"20217405","2022-02-12T00:25:30.000",,"MIN","Y","A","M","59","DE","N","N","0","N"
"20146133","2022-04-14T14:23:00.000",,"MAX","Y","B","M","25","DE","N","Y","160.15","Y"
"20036149","2022-05-06T12:35:04.000",,"MAX","N","O","M","29","DE","N","N","160.15","N"
"20212031","2020-11-14T01:59:23.000",,"MED","N","W","M","41","DE","N","N","130.35","N"
"20076295","2022-04-26T15:30:55.000",,"MED","Y","B","M","27","DE","N","Y","265.01","N"
"20211022","2022-03-28T01:03:00.000",,"MED","Y","B","M","35","DE","N","N","160.15","N"
"103523","2022-02-21T12:46:59.000",,"MIN","Y","B","F","59","DE","N","N","110-120.10","N"
"20198403","2020-11-16T13:21:14.000",,"MED","N","O","M","23","DE","N","N","120.10","N"
"20195709","2021-12-09T17:16:59.000",,"MED","N","W","M","35","DEP","N","N","110-120.10","N"
"20218759","2022-05-19T19:07:58.000",,"MIN","Y","W","M","36","DE","N","N","120.05","N"
"20172233","2021-07-02T12:28:56.000",,"MAX","Y","O","M","23","DE","N","Y","110-125.25","Y"
"20217420","2022-02-12T16:09:00.000",,"MED","N","B","M","25","DE","N","N","125.25","N"
"20218008","2022-03-31T00:01:04.000",,"MIN","N","B","M","56","DE","N","N","220.21","N"
"97731","2022-01-25T14:06:17.000",,"MIN","Y","O","M","49","DE","N","N","CO","N"
"20017027","2021-06-09T17:43:41.000",,"MIN","N","W","M","30","DE","N","N","220.21","Y"
"159787","2022-03-24T13:09:02.000",,"MAX","Y","B","M","31","DE","N","Y","135.25","N"
"20149422","2021-07-31T01:25:00.000",,"MAX","Y","B","F","37","DE","N","N","120.10","Y"
"20216204","2022-05-17T19:57:58.000",,"MIN","N","A","M","32","DE","N","N","120.05","N"
"20216930","2022-02-27T19:38:16.000",,"MED","Y","B","M","37","CS","N","N","160.05","N"
"20212156","2020-11-24T20:40:44.000",,"MIN","N","B","M","43","DE","N","N","265.12","N"
"143816","2021-09-29T19:16:05.000",,"MED","N","O","M","43","DEP","N","N","130.35","N"
"20213606","2022-03-07T10:50:18.000",,"MIN","N","W","M","50","DE","N","N","220.43","N"
"20213939","2021-05-05T11:39:57.000",,"MED","Y","B","M","43","DE","N","N","110-125.25","Y"
"20140812","2022-04-23T12:07:29.000",,"MAX","N","B","M","23","DE","N","N","110-125.25","N"
"20134377","2022-03-06T01:19:23.000",,"MAX","N","A","M","26","DE","N","Y","170.10","N"
"166590","2020-11-17T22:43:00.000",,"MED","N","B","M","51","DE","N","N","130.50","Y"
"20200751","2022-05-23T11:49:55.000",,"MED","N","B","M","30","CS","N","N","110-265.03","N"
"8183","2022-01-28T01:12:33.000",,"MED","Y","B","M","46","CS","N","N","155.25","N"
"19756","2022-03-29T00:00:12.000",,"MED","Y","O","M","34","DE","N","N","160.15","N"
"20217947","2022-03-24T18:51:24.000",,"MIN","Y","B","M","36","DE","N","N","160.10","N"
"20156114","2022-06-01T21:23:29.000",,"MAX","Y","W","F","31","DE","N","N","160.10","N"
"20165411","2021-11-15T16:41:17.000",,"MAX","Y","O","M","23","DEP","N","Y","125.25","Y"
"20197526","2022-05-12T00:24:12.000",,"MED","N","O","M","28","DE","N","N","110-125.25","N"
"20064832","2022-04-21T21:37:33.000",,"MAX","N","B","M","27","DEP","N","Y","160.05","Y"
"20159561","2021-11-30T01:02:01.000",,"MAX","Y","B","F","36","DE","N","N","220.16","Y"
"20127328","2022-05-30T10:11:53.000",,"MAX","Y","B","F","29","DE","N","N","110-160.05","N"
"132664","2021-09-07T12:13:42.000",,"MAX","Y","B","M","32","DE","N","Y","140.25","Y"
"20205797","2022-05-05T14:50:52.000",,"MED","N","O","M","27","CS","N","N","220.39","N"
"20092939","2022-02-25T20:18:30.000",,"MED","N","B","M","46","DE","N","N","140.25","N"
"20209345","2020-02-15T01:11:47.000",,"MIN","Y","O","M","59","DE","N","N","110-125.25","Y"
"20217990","2022-03-29T13:12:29.000",,"MED","N","B","M","21","CS","N","Y","0","N"
"20155627","2021-06-23T11:19:02.000",,"MIN","N","B","M","31","DE","N","N","230.34","N"
"20216396","2021-11-15T13:51:14.000",,"MAX","N","O","M","24","CS","N","N","110-265.03","Y"
"20213697","2021-04-10T15:03:02.000",,"MED","N","O","M","41","DE","N","N","125.25","N"
"20208905","2022-02-09T13:48:26.000",,"MED","Y","O","M","36","DE","N","N","120.10","Y"
"20212711","2021-12-06T01:49:04.000",,"MED","N","B","M","19","DE","N","Y","220.16","Y"
"20027609","2022-04-08T01:55:30.000",,"MAX","N","O","M","31","DE","N","N","220.21","N"
"20107187","2019-07-30T12:10:25.000",,"MAX","N","O","M","29","DE","N","Y","125.25","Y"
"133023","2018-08-24T16:36:12.000",,"MAX","Y","B","M","44","DE","N","N","125.25","Y"
"20218748","2022-05-19T12:36:09.000",,"MED","Y","O","F","32","DE","N","N","125.25","N"
"87888","2021-04-01T17:31:56.000",,"MED","Y","B","M","32","SSR","N","N",,"Y"
"20193737","2022-05-10T19:04:14.000",,"MED","Y","B","M","40","DE","N","Y","CO","N"
"20216479","2021-11-20T15:35:00.000",,"MED","Y","B","M","46","DE","N","N","125.20","N"
"20132702","2019-09-24T15:32:06.000",,"MAX","Y","O","M","24","DE","N","Y","110-125.25","Y"
"20170014","2020-08-09T01:43:53.000",,"MAX","Y","W","M","23","DE","N","N","125.25","Y"
"20217564","2022-02-24T11:36:44.000",,"MIN","Y","O","M","22","CS","N","N","125.10","N"
"21493","2016-10-24T22:11:36.000",,"MAX","Y","O","M","42","DE","N","Y","125.27","Y"
"20177806","2021-06-23T20:42:23.000",,"MAX","Y","B","M","23","DE","N","Y","110-125.25","N"
"42069","2017-08-10T01:08:28.000",,"MAX","Y","O","M","35","DE","N","Y","125.25","Y"
"72177","2022-03-24T15:55:50.000",,"MED","Y","B","M","54","DE","N","N","155.30","N"
"20213936","2021-08-04T16:07:11.000",,"MIN","Y","B","M","25","DE","N","N","110-135.20","N"
"20116020","2019-10-20T14:34:01.000",,"MIN","Y","B","M","41","DE","N","N","145.10","N"
"20177329","2021-10-14T11:28:18.000",,"MED","Y","B","M","64","DEP","N","N","160.15","Y"
"75747","2020-01-25T12:51:00.000",,"MED","Y","B","F","51","DE","N","N","125.25","N"
"20180697","2020-03-05T13:11:12.000",,"MAX","Y","O","M","21","DE","N","Y","110-160.10","Y"
"60772","2021-08-05T15:28:59.000",,"MIN","N","B","M","58","DE","N","N","110-120.10","N"
"20084002","2021-07-04T17:17:00.000",,"MAX","Y","B","M","27","DE","N","Y","265.03","Y"
"20212802","2021-01-29T13:11:47.000",,"MIN","N","O","M","28","DE","N","N","121.12","N"
"20070586","2021-11-29T21:00:13.000",,"MAX","Y","B","M","37","DE","N","N","110-125.25","Y"
"20022574","2021-07-15T20:53:31.000",,"MAX","Y","B","M","56","DE","N","N","120.10","N"
"12598","2022-02-20T01:00:00.000",,"MIN","Y","B","M","43","DE","N","N","110-120.10","N"
"143431","2020-12-26T20:20:48.000",,"MED","N","O","M","66","DE","N","N","130.53","N"
"20187274","2022-02-19T22:10:20.000",,"MIN","Y","W","F","28","DE","N","N","215.50","N"
"35067","2021-09-28T14:12:08.000",,"MAX","Y","B","F","42","DE","N","N","120.05","Y"
"134159","2022-03-28T11:43:00.000",,"MED","N","O","M","38","CS","N","Y","VTL 600F","N"
"20115401","2022-04-22T17:07:49.000",,"MAX","N","B","M","25","DE","N","Y","110-125.25","N"
"20189402","2022-03-14T12:55:44.000",,"MAX","N","B","M","20","CS","N","Y","125.25","Y"
"20170425","2021-03-24T20:59:23.000",,"MAX","Y","O","M","22","DE","N","Y","125.25","Y"
"20184499","2022-01-22T00:25:00.000",,"MAX","Y","W","M","22","DE","N","N","160.10","Y"
"20140595","2022-03-12T10:40:00.000",,"MAX","Y","B","M","26","DE","N","N","110-160.10","Y"
"20217277","2022-02-03T12:07:37.000",,"MED","N","B","M","19","DE","N","N","110-125.27","N"
"20218389","2022-04-26T16:35:09.000",,"MED","N","O","M","21","DE","N","N","130.65","N"
"33490","2021-05-07T03:34:47.000",,"MAX","Y","W","M","38","DE","N","N","160.15","N"
"20216763","2021-12-16T01:03:33.000",,"MED","Y","B","M","20","DE","N","N","160.15","Y"
"20216786","2021-12-17T21:41:43.000",,"MAX","N","O","M","19","DE","N","N","160.15","Y"
"20091044","2022-05-20T00:11:00.000",,"MED","Y","B","M","27","CS","N","N","160.15","N"
"20211747","2020-10-23T02:45:49.000",,"MAX","Y","B","M","24","DE","N","Y","CO","Y"
"20208192","2020-10-11T13:00:46.000",,"MAX","Y","B","M","23","DE","N","Y","125.25","Y"
"20144689","2021-06-28T18:20:38.000",,"MAX","Y","A","M","23","DE","N","Y","160.15","Y"
"106199","2021-01-16T13:12:45.000",,"MED","Y","B","M","32","DE","N","Y","125.25","Y"
"82623","2022-02-25T10:52:09.000",,"MAX","N","B","M","41","DE","N","N","160.05","Y"
"20198156","2022-03-17T14:48:04.000",,"MED","Y","B","M","41","DEP","N","N","160.10","N"
"20215091","2021-07-28T21:16:47.000",,"MAX","N","B","M","23","DE","N","N","110-125.25","N"
"20206552","2021-11-12T09:01:15.000",,"MAX","Y","B","F","21","DE","N","N","120.05","Y"
"20207991","2020-02-27T01:26:08.000",,"MED","Y","W","M","44","DE","N","N","110-120.10","Y"
"20206222","2022-06-01T12:44:18.000",,"MIN","Y","B","M","28","DE","N","N","140.25","N"
"115712","2021-03-14T15:07:23.000",,"MED","N","B","M","36","CSP","N","N",,"Y"
"20185047","2021-05-04T17:12:57.000",,"MAX","Y","O","M","21","DE","N","Y","125.25","Y"
"70304","2018-09-01T11:26:00.000",,"MED","N","B","M","44","DE","N","N","125.25","Y"
"104525","2022-02-04T10:34:00.000",,"MIN","Y","W","M","54","DE","N","N","215.51","N"
"20136202","2022-05-17T10:45:45.000",,"MAX","N","O","M","30","DE","N","N","120.05","N"
"20212253","2021-10-31T13:16:00.000",,"MAX","Y","O","F","34","DE","N","N","160.15","N"
"20214791","2021-07-07T19:17:09.000",,"MAX","N","B","M","19","DE","N","Y","125.25","Y"
"164857","2022-01-30T19:51:45.000",,"MIN","N","O","M","34","DE","N","N","265.03","N"
"20218350","2022-04-23T19:30:50.000",,"MED","Y","W","M","25","DE","N","N","140.30","N"
"20218548","2022-05-07T01:15:30.000",,"MED","N","B","M","18","DE","N","N","110-120.07","N"
"20217260","2022-02-02T00:40:19.000",,"MED","N","B","M","26","DE","N","N","120.10","N"
"126176","2021-06-25T11:15:06.000",,"MED","N","B","M","41","DE","N","Y","120.10","Y"
"20188345","2022-03-01T16:59:25.000",,"MED","N","W","M","22","CS","N","Y","110-120.10","N"
"20194815","2018-05-12T14:56:00.000",,"MAX","Y","B","M","22","DE","N","Y","125.25","Y"
"42072","2022-03-18T19:06:35.000",,"MAX","N","B","M","33","DE","N","N","265.03","N"
"20195913","2021-04-15T01:18:06.000",,"MED","Y","B","M","35","DE","N","N","220.21","Y"
"20214563","2021-06-20T20:25:00.000",,"MED","N","B","M","49","DE","N","N","125.20","N"
"57233","2019-10-08T23:37:58.000",,"MAX","N","B","M","40","DE","N","Y","160.15","Y"
"20139556","2021-11-11T02:17:59.000",,"MED","Y","U","M","26","DE","N","N","125.25","N"
"36390","2020-05-11T15:08:50.000",,"MED","Y","O","M","41","DE","N","N","160.15","Y"
"20193914","2022-02-15T12:36:13.000",,"MAX","Y","B","M","24","DE","N","Y","110-125.25","N"
"10014573","2021-12-05T00:58:08.000",,"MED","N","B","M","42","DE","N","N","125.25","N"
"20218659","2022-05-14T01:17:11.000",,"MIN","N","W","F","34","DE","N","N","120.05","N"
"20216333","2022-03-23T15:45:27.000",,"MED","N","O","M","25","CS","N","N","130.65","N"
"3831","2021-03-08T00:43:07.000",,"MED","Y","B","M","34","DE","N","N","120.05","N"
"20093968","2021-12-08T19:39:54.000",,"MED","N","B","M","25","DE","N","N","125.25","N"
"20105264","2022-04-04T18:06:27.000",,"MAX","Y","O","F","28","DE","N","N","160.15","Y"
"20210624","2022-06-02T02:21:54.000",,"MED","N","B","M","22","DE","N","N","FOA 900.00","N"
"20217795","2022-03-12T00:13:02.000",,"MED","Y","W","M","32","DE","N","N","140.25","N"
"20214852","2021-10-21T17:52:59.000",,"MED","Y","B","M","25","DE","N","N","125.25","N"
"20155608","2021-08-22T20:46:33.000",,"MIN","N","B","M","36","DE","N","N","265.03","N"
"25306","2022-04-28T02:21:36.000",,"MED","Y","O","M","52","DE","N","N","130.75","N"
"78310","2021-12-09T16:07:32.000",,"MED","N","O","M","35","DE","N","N","150.15","N"
"19439","2021-06-16T00:48:07.000",,"MED","N","O","M","43","DE","N","N","110-125.25","N"
"20209450","2020-02-25T00:57:21.000",,"MED","Y","W","M","33","DE","N","N","130.75","Y"
"20132871","2014-05-14T15:59:00.000",,"MED","N","B","M","72","DE","N","N","125.25","Y"
"19025","2022-05-11T00:18:29.000",,"MAX","N","B","M","41","DE","N","N","160.15","N"
"48827","2021-05-16T13:12:00.000",,"MIN","Y","B","M","38","DE","N","N","120.05","N"
"20218669","2022-05-14T23:54:00.000",,"MED","N","W","M","29","DE","N","N","215.50","N"
"20214141","2021-11-05T00:19:00.000",,"MED","N","B","M","20","DE","N","Y","110-125.25","N"
"15838","2022-04-08T18:30:30.000",,"MED","Y","W","M","49","DE","N","N","140.20","N"
"128668","2021-08-10T12:25:03.000",,"MED","N","O","M","43","DE","N","N","130.35","Y"
"20197450","2021-08-12T13:09:58.000",,"MAX","Y","B","M","36","DE","N","N","160.10","Y"
"20173201","2022-01-29T23:25:00.000",,"MED","Y","B","M","31","DE","N","N","130.50","N"
"20174832","2022-03-15T21:32:09.000",,"MED","Y",,,"27","DE","N","N","110-120.10","N"
"20211591","2021-10-21T12:18:03.000",,"MAX","Y","B","M","20","DE","N","Y","110-125.25","Y"
"20209592","2022-05-28T12:51:41.000",,"MIN","N","B","M","27","DE","N","N","155.25","N"
"30691","2022-04-07T16:43:18.000",,"MIN","Y","B","M","43","DE","N","N","120.05","N"
"20207687","2020-01-25T00:21:33.000",,"MAX","Y","W","M","30","DE","N","Y","125.25","Y"
"20202848","2022-04-29T12:58:53.000",,"MED","Y","W","M","34","DE","N","N","170.25","N"
"20206686","2022-04-19T18:18:48.000",,"MAX","Y","B","M","33","DE","N","N","CO","N"
"20216836","2021-12-23T00:14:52.000",,"MED","N","O","M","23","DE","N","N","265.13","N"
"98529","2022-04-29T11:57:50.000",,"MED","N","B","M","29","DE","N","Y","1192(2)","N"
"20217769","2022-03-10T20:28:40.000",,"MIN","Y","B","F","31","DE","N","N","155.35","N"
"48927","2022-04-08T20:41:01.000",,"MAX","N","W","M","38","DEP","N","Y","VOP","N"
"20215032","2021-07-25T02:03:33.000",,"MED","Y","B","M","32","DE","N","N","140.25","Y"
"20136119","2021-11-23T17:37:46.000",,"MAX","Y","B","M","33","DE","N","N","110-125.25","Y"
"20074175","2022-03-08T21:23:30.000",,"MED","N","O","M","28","DE","N","N","120.05","N"
"20194164","2022-06-02T11:34:28.000",,"MIN","N","U","M","21","DE","N","N","205.20","N"
"20165996","2022-01-19T11:25:46.000",,"MAX","Y","B","M","27","CS","N","Y","265.03","N"
"20197489","2021-09-04T01:16:00.000",,"MAX","N","B","M","21","DE","N","Y","265.03","Y"
"34930","2021-04-24T12:21:57.000",,"MAX","Y","B","M","33","DE","N","Y","120.05","Y"
"20041835","2020-08-31T00:36:13.000",,"MAX","N","O","M","33","DE","N","N","110-130.35","Y"
"20218270","2022-04-18T11:51:00.000",,"MIN","Y","B","M","32","DE","N","N","120.00","N"
"20192799","2022-06-02T12:08:21.000",,"MAX","N","O","M","21","DE","N","Y","160.15","N"
"20179608","2022-06-01T12:38:42.000",,"MED","Y","B","F","23","DE","N","N","230.34","N"
"20152017","2022-04-22T14:37:40.000",,"MAX","N","B","M","30","DE","N","N","125.25","N"
"115295","2021-02-18T20:31:21.000",,"MAX","N","B","M","32","DE","N","N","110-125.25","Y"
"20207828","2022-05-26T11:25:37.000",,"MIN","N","O","M","32","DE","N","N","140.20","N"
"20214761","2022-03-20T17:57:47.000",,"MIN","Y","O","M","54","DE","N","N","140.25","N"
"163742","2022-03-23T01:29:13.000",,"MIN","Y","O","M","50","DE","N","N","110-125.25","N"
"152562","2019-04-05T16:56:33.000",,"MIN","Y","B","M","47","DE","N","N","105.10","N"
"20086889","2020-03-02T00:47:34.000",,"MAX","Y","B","M","29","DE","N","Y","160.15","Y"
"20146286","2020-05-05T13:13:06.000",,"MAX","Y","B","F","27","DE","N","N","160.10","Y"
"20214453","2022-05-04T11:40:11.000",,"MIN","N","B","M","33","DE","N","N","220.39","N"
"20211034","2020-09-03T16:38:31.000",,"MIN","Y","B","M","36","DE","N","N","125.14","N"
"47160","2022-01-18T00:21:18.000",,"MIN","N","B","M","35","DE","N","N","265.03","N"
"20211316","2022-01-20T18:04:00.000",,"MAX","Y","O","M","21","DE","N","Y","125.25","Y"
"20057970","2022-04-08T01:02:17.000",,"MAX","N","O","M","28","DE","N","N","125.25","N"
"16908","2022-05-21T18:53:42.000",,"MIN","Y","W","F","38","DE","N","N","155.25","N"
"20073736","2022-04-30T19:14:11.000",,"MED","N","W","M","40","DE","N","N","160.05","N"
"10096","2020-12-24T13:14:33.000",,"MAX","Y","B","M","38","DE","N","Y","220.39","Y"
"20209729","2022-04-05T16:29:50.000",,"MED","N","O","M","20","DE","N","Y","125.25","N"
"20214887","2021-07-14T16:21:12.000",,"MIN","Y","B","M","31","DE","N","N","110-125.25","N"
"20213223","2022-05-27T15:01:31.000",,"MED","N","B","M","22","DE","N","N","110-120.10","N"
"20188142","2022-03-07T00:02:24.000",,"MAX","Y","B","M","26","DE","N","N","160.15","N"
"90850","2022-02-01T13:06:01.000",,"MED","Y","B","M","40","DE","N","N","125.25","N"
"20218268","2022-04-18T01:10:33.000",,"MIN","N","W","M","56","DE","N","N","120.10","N"
"20053812","2022-05-19T11:34:27.000",,"MAX","N","O","M","41","DE","N","N","160.15","N"
"20118386","2022-04-27T22:18:54.000",,"MED","Y","B","F","33","DE","N","N","220.39","N"
"20217047","2022-01-15T00:12:41.000",,"MAX","N","W","M","20","DE","N","N","110-125.25","Y"
"20001627","2017-01-30T18:52:59.000",,"MAX","Y","A","M","33","DE","N","Y","125.25","Y"
"20218613","2022-05-11T16:55:14.000",,"MED","N","O","M","38","DE","N","N","130.50","N"
"37028","2022-03-15T11:49:12.000",,"MIN","N","B","M","46","CS","N","N","110-265.03","N"
"20218985","2022-06-03T14:23:13.000",,"MED","N","B","F","41","DE","N","N","155.30","N"
"20083138","2021-09-18T14:15:58.000",,"MED","N","O","M","27","DE","N","N","120.05","N"
"36275","2022-04-01T00:34:06.000",,"MIN","Y","B","M","57","DE","N","N","155.35","N"
"20170070","2022-05-03T20:16:37.000",,"MAX","Y","W","M","46","DE","N","N","120.10","N"
"20216752","2021-12-15T14:24:55.000",,"MED","N","O","M","19","DE","N","N","110-125.25","N"
"20176736","2022-05-28T00:48:10.000",,"MED","Y","B","M","34","DE","N","N","215.50","N"
"20217538","2022-02-22T11:51:06.000",,"MIN","Y","B","M","59","DE","N","N","140.25","N"
"20218949","2022-06-01T16:25:26.000",,"MIN","Y","B","M","26","DE","N","N","110-125.25","N"
"20213179","2021-02-26T01:32:10.000",,"MIN","Y","O","M","57","DE","N","N","220.21","N"
"62858","2020-02-18T01:24:26.000",,"MAX","Y","B","M","30","DE","N","N","125.25","Y"
"20217735","2022-03-08T11:34:51.000",,"MIN","Y","O","M","23","CS","N","N","125.10","N"
"20218955","2022-06-01T19:15:03.000",,"MED","Y","O","M","35","DE","N","N","130.50","N"
"20218660","2022-05-14T01:27:05.000",,"MIN","N","B","M","24","DE","N","N","130.52","N"
"20212494","2022-03-23T15:45:26.000",,"MIN","Y","O","M","29","DE","N","N","110-120.10","N"
"20006522","2022-05-06T15:31:41.000",,"MIN","N","B","M","36","DNS","N","N","265.01","N"
"142373","2021-04-14T15:13:20.000",,"MED","Y","B","M","37","DE","N","Y","120.07","Y"
"19290","2022-06-02T19:59:46.000",,"MIN","N","W","M","40","DE","N","N","140.20","N"
"20158744","2021-02-06T21:14:10.000",,"MAX","Y","B","M","27","DE","N","N","105.15","Y"
"137800","2022-01-02T15:17:39.000",,"MED","N","B","M","36","DE","N","Y","125.25","Y"
"20139449","2022-06-01T12:50:38.000",,,"Y","B","M","44","CS","N","N","110-265.03","N"
"168100","2020-01-24T12:11:43.000",,"MED","N","O","M","32","DE","N","N","130.25","Y"
"41407","2022-06-02T23:27:00.000",,"MED","Y","B","M","42","DE","N","N","130.50","N"
"20063872","2022-02-07T23:49:49.000",,"MED","Y","B","M","32","CS","N","N","130.35","N"
"20068410","2021-11-28T23:42:50.000",,"MIN","Y","O","M","57","DE","N","N","160.05","N"
"10000230","2022-05-25T10:38:45.000",,"MED","N","B","M","42","DE","N","Y","110-125.25","N"
"124698","2022-02-04T19:30:00.000",,"MED","N","B","M","43","DE","N","N","125.25","N"
"20216373","2021-11-13T11:17:28.000",,"MED","Y","B","M","19","DE","N","N","130.50","N"
"20217933","2022-03-23T22:39:30.000",,"MAX","N","B","M","22","DE","N","Y","230.34","Y"
"41513","2021-04-28T00:55:31.000",,"MED","N","B","M","50","DE","N","N","125.25H","Y"
"20218958","2022-06-02T01:50:29.000",,"MED","N","B","M","34","DE","N","N","FOA 900.00","N"
"20216736","2021-12-13T15:51:58.000",,"MED","N","O","M","20","DE","N","Y","110-125.25","N"
"20217188","2022-01-26T01:02:34.000",,"MIN","Y","O","M","40","DE","N","N","220.21","N"
"20035284","2020-03-03T16:53:49.000",,"MAX","Y","O","M","31","DE","N","Y","125.25","Y"
"20210439","2020-07-04T12:14:53.000",,"MAX","N","B","M","47","DE","N","Y","110-125.25","Y"
"20134846","2021-08-26T22:37:00.000",,"MAX","Y","W","F","31","DE","N","N","125.25","Y"
"20086921","2022-05-28T16:58:15.000",,"MAX","N","B","M","26","DE","N","Y","VOP","N"
"20089187","2021-11-12T01:01:06.000",,"MIN","Y","B","M","48","DE","N","N","220.21","N"
"20008532","2022-03-20T15:34:09.000",,"MED","N","B","M","30","CS","N","N","215.50","N"
"20216659","2022-03-15T17:27:17.000",,"MED","N","B","M","36","DE","N","N","130.45","N"
"20216548","2022-05-04T13:38:32.000",,"MED","Y","O","M","21","DE","N","N","150.15","N"
"109454","2022-03-03T16:56:20.000",,"MIN","N","B","M","48","DE","N","N","220.18","N"
"20165723","2020-07-28T00:58:48.000",,"MAX","Y","O","M","33","DE","N","Y","230.34","Y"
"20216861","2021-12-24T10:53:28.000",,"MAX","N","B","M","19","DE","N","Y","125.25","Y"
"20216140","2021-10-22T23:27:03.000",,"MED","N","B","M","30","DE","N","N","140.20","Y"
"41621","2022-03-04T01:10:04.000",,"MED","Y","B","F","44","DE","N","N","120.05","N"
"20212416","2021-04-28T11:54:13.000",,"MED","N","B","M","42","DE","N","N","265.03","Y"
"20206948","2022-01-06T12:02:09.000",,"MIN","Y","O","M","29","CS","N","N","265.11","N"
"18473","2019-01-24T16:40:00.000",,"MAX","Y","B","M","60","DE","N","N","125.25","Y"
"20139816","2022-05-19T19:01:28.000",,"MAX","N","B","M","24","DE","N","N","265.03","N"
"20116408","2021-07-13T11:23:16.000",,"MED","N","B","M","50","DE","N","N","120.10","N"
"20065393","2022-04-17T08:29:27.000",,"MED","N","W","M","35","DE","N","N","165.52","N"
"171041","2022-05-12T18:49:10.000",,,"N","B","M","61","DE","N","N","125.25","N"
"20197","2022-02-23T17:17:34.000",,"MED","Y","B","F","46","DE","N","N","160.10","N"
"10002199","2022-04-30T12:32:06.000",,"MAX","N","B","M","34","DE","N","Y","120.10","N"
"20141789","2022-01-26T19:09:21.000",,"MAX","Y","B","M","32","DE","N","N","125.25","Y"
"149285","2021-10-15T14:24:58.000",,"MIN","N","O","M","52","DE","N","N","265.13","N"
"20215314","2022-03-18T01:04:23.000",,"MED","N","B","M","31","DE","N","N","130.50","N"
"20178439","2022-02-11T12:20:56.000",,"MAX","Y","B","M","22","DEP","N","N","121.12","N"
"20106766","2022-06-02T01:45:47.000",,"MED","Y","O","M","26","DE","N","Y","160.15","N"
"64382","2021-03-29T00:25:18.000",,"MAX","N","B","M","35","DE","N","N","110-125.25","Y"
"20218627","2022-05-12T02:28:53.000",,"MIN","N","O","M","37","DE","N","N","220.21","N"
"19326","2021-07-05T02:46:55.000",,"MED","Y","O","M","40","DE","N","N","110-125.25","N"
"20212841","2022-05-15T15:00:00.000",,"MIN","Y","B","M","29","DE","N","N","160.10","N"
"29291","2022-03-14T12:44:04.000",,"MAX","N","B","M","50","DE","N","N","140.25","N"
"78497","2022-05-31T17:02:23.000",,"MED","N","O","M","42","DE","N","N","140.25","N"
"20218418","2022-04-28T17:18:46.000",,"MED","Y","O","F","21","DE","N","N","125.25","N"
"20116697","2021-07-28T21:20:03.000",,"MAX","Y","B","M","28","DE","N","Y","125.25","Y"
"66503","2021-10-25T18:25:50.000",,"MED","Y","B","M","42","CS","N","N","155.25","N"
